melding_id,tijdstip,locatie,apparaat,melding_type,urgentie,tekst
14bf6a79-6937-4732-9c7f-46f53d8af00e,2025-04-05 05:39:26,Bronkhorst,slimme deurbel,bewegingsdetectie,middel,Automatische melding van bewegingsdetectie ontvangen van slimme deurbel in Bronkhorst om 2025-04-05 05:39:26.
25ecb560-70e0-47b5-b24b-6b4c97465adc,2025-01-20 16:47:19,Gramsbergen,thermostaat,temperatuuralarm,laag,Automatische melding van temperatuuralarm ontvangen van thermostaat in Gramsbergen om 2025-01-20 16:47:19.
6d3cd6eb-86f2-405d-b0fc-cc1bcc0e42be,2025-04-17 15:42:51,Elburg,watermelder,waterlekkage,laag,Automatische melding van waterlekkage ontvangen van watermelder in Elburg om 2025-04-17 15:42:51.
a108283a-cc92-425d-bdc3-29c5d43f658e,2025-04-26 00:30:24,Hoek van Holland,thermostaat,temperatuuralarm,laag,Automatische melding van temperatuuralarm ontvangen van thermostaat in Hoek van Holland om 2025-04-26 00:30:24.
9d3a230d-d944-4681-bd58-ef8122994619,2025-05-03 09:21:00,Leiden,smartwatch,hartslagalarm,middel,Automatische melding van hartslagalarm ontvangen van smartwatch in Leiden om 2025-05-03 09:21:00.
d04cfd59-1791-430e-a2c7-1d94340109d0,2025-02-04 18:56:08,Sint-Oedenrode,fietssensor,ongeval gedetecteerd,laag,Automatische melding van ongeval gedetecteerd ontvangen van fietssensor in Sint-Oedenrode om 2025-02-04 18:56:08.
e8f3e6ac-7ce8-4fb2-abc9-ba59f899600e,2025-01-06 01:35:08,Heeswijk-Dinther,paniekknop,paniekknop geactiveerd,middel,Automatische melding van paniekknop geactiveerd ontvangen van paniekknop in Heeswijk-Dinther om 2025-01-06 01:35:08.
1ca94ed0-1c2f-45b8-a48b-2b7ff44b7c1b,2025-02-07 22:11:59,Kekerdom,paniekknop,paniekknop geactiveerd,hoog,Automatische melding van paniekknop geactiveerd ontvangen van paniekknop in Kekerdom om 2025-02-07 22:11:59.
a00ddf4b-528b-4848-b8e1-b6660d9404ad,2025-03-05 08:51:31,Geeuwenbrug,medisch alarm,valdetectie,laag,Automatische melding van valdetectie ontvangen van medisch alarm in Geeuwenbrug om 2025-03-05 08:51:31.
90010e3c-97c6-4b09-8c06-7c53a8a326dc,2025-02-03 21:14:09,Meteren,bewegingssensor,bewegingsdetectie,laag,Automatische melding van bewegingsdetectie ontvangen van bewegingssensor in Meteren om 2025-02-03 21:14:09.
cb0d6697-7057-457a-85df-c76cd4e103f9,2025-04-23 16:44:09,Huisduinen,paniekknop,paniekknop geactiveerd,middel,Automatische melding van paniekknop geactiveerd ontvangen van paniekknop in Huisduinen om 2025-04-23 16:44:09.
d3ca06fc-5e55-4231-b479-4d5ba472423c,2025-01-03 07:38:42,Bunschoten-Spakenburg,paniekknop,paniekknop geactiveerd,middel,Automatische melding van paniekknop geactiveerd ontvangen van paniekknop in Bunschoten-Spakenburg om 2025-01-03 07:38:42.
e0583750-bcb8-4489-8bc9-d7f56b4631a7,2025-04-18 12:42:07,Bantega,smartwatch,valdetectie,middel,Automatische melding van valdetectie ontvangen van smartwatch in Bantega om 2025-04-18 12:42:07.
4038231e-19f2-490b-90c5-52abdda4d286,2025-03-18 13:30:00,Kaard,slimme deurbel,bewegingsdetectie,laag,Automatische melding van bewegingsdetectie ontvangen van slimme deurbel in Kaard om 2025-03-18 13:30:00.
bd7b95c6-f317-4521-87a6-9bfd02ed1a0a,2025-01-06 18:50:03,Aadorp,deursensor,deur geforceerd,laag,Automatische melding van deur geforceerd ontvangen van deursensor in Aadorp om 2025-01-06 18:50:03.
8922b6c1-d8ca-4a98-bc1b-9191b9a35b67,2025-02-26 13:45:20,Rotterdam,thermostaat,temperatuuralarm,middel,Automatische melding van temperatuuralarm ontvangen van thermostaat in Rotterdam om 2025-02-26 13:45:20.
2ce4e5f7-4a17-4676-94aa-571f32a33033,2025-01-06 21:39:09,Hooghalen,deursensor,deur geforceerd,laag,Automatische melding van deur geforceerd ontvangen van deursensor in Hooghalen om 2025-01-06 21:39:09.
2e2eee80-187c-498d-a9f3-a3860ec48de7,2025-04-03 11:23:38,Fijnaart,slimme deurbel,deur geforceerd,middel,Automatische melding van deur geforceerd ontvangen van slimme deurbel in Fijnaart om 2025-04-03 11:23:38.
dc175413-5cd7-418d-9a78-904e4acaab03,2025-01-14 17:19:55,Wadenoijen,bewegingssensor,bewegingsdetectie,middel,Automatische melding van bewegingsdetectie ontvangen van bewegingssensor in Wadenoijen om 2025-01-14 17:19:55.
63bd6b26-708c-4ffc-a1b6-2673d7471b2b,2025-03-08 08:16:05,Oudenbosch,smartwatch,valdetectie,laag,Automatische melding van valdetectie ontvangen van smartwatch in Oudenbosch om 2025-03-08 08:16:05.
5c2fb1a3-29f6-4bd1-a331-ff5b78f29e76,2025-03-16 17:41:50,Zuidveen,fietssensor,ongeval gedetecteerd,laag,Automatische melding van ongeval gedetecteerd ontvangen van fietssensor in Zuidveen om 2025-03-16 17:41:50.
3e3fad9e-b604-4e72-837b-cb21ac17b33b,2025-03-10 21:03:16,Gendt,smartwatch,hartslagalarm,hoog,Automatische melding van hartslagalarm ontvangen van smartwatch in Gendt om 2025-03-10 21:03:16.
10b0bd3c-32d3-4015-8e9d-596dc8ab4c46,2025-01-13 07:52:05,Terheijden,paniekknop,paniekknop geactiveerd,laag,Automatische melding van paniekknop geactiveerd ontvangen van paniekknop in Terheijden om 2025-01-13 07:52:05.
c5cc05cc-e6d0-4b5c-aa2e-daa57ccb8a2c,2025-04-20 08:07:41,Aalten,paniekknop,paniekknop geactiveerd,laag,Automatische melding van paniekknop geactiveerd ontvangen van paniekknop in Aalten om 2025-04-20 08:07:41.
d3bda11c-6c17-4eac-a20e-95cc43f3fcc4,2025-01-02 12:42:09,Stokkum,paniekknop,paniekknop geactiveerd,laag,Automatische melding van paniekknop geactiveerd ontvangen van paniekknop in Stokkum om 2025-01-02 12:42:09.
775e308b-7f2e-41f0-a11d-74ba436cf352,2025-02-25 04:24:53,Boschoord,smartwatch,valdetectie,hoog,Automatische melding van valdetectie ontvangen van smartwatch in Boschoord om 2025-02-25 04:24:53.
ebf6c8c5-2bf5-4ca6-bd80-077a65e3f053,2025-03-22 05:15:27,Baaium,watermelder,waterlekkage,middel,Automatische melding van waterlekkage ontvangen van watermelder in Baaium om 2025-03-22 05:15:27.
1ecf8ea2-d850-43e8-b08d-78b661d32a81,2025-02-26 07:41:00,Simonshaven,rookmelder,rookdetectie,laag,Automatische melding van rookdetectie ontvangen van rookmelder in Simonshaven om 2025-02-26 07:41:00.
1038f420-41e3-481d-9807-af2ce2711a59,2025-03-29 00:12:27,Lekkerkerk,watermelder,waterlekkage,laag,Automatische melding van waterlekkage ontvangen van watermelder in Lekkerkerk om 2025-03-29 00:12:27.
e983723d-36d7-4ebb-95fb-a256c33d1d8d,2025-05-09 16:08:18,Ryptsjerk,watermelder,waterlekkage,hoog,Automatische melding van waterlekkage ontvangen van watermelder in Ryptsjerk om 2025-05-09 16:08:18.
5db2eba3-4b98-447b-b6fd-00523045c8eb,2025-03-03 02:07:25,Zuidwolde,watermelder,waterlekkage,middel,Automatische melding van waterlekkage ontvangen van watermelder in Zuidwolde om 2025-03-03 02:07:25.
eb0e0e39-4985-4519-b068-4ebb9453b11c,2025-03-20 18:19:08,Kaard,auto,automatische noodstop,hoog,Automatische melding van automatische noodstop ontvangen van auto in Kaard om 2025-03-20 18:19:08.
5bb3b9eb-9297-4e85-ab61-ae6af22c639f,2025-02-26 18:36:20,Herpt,rookmelder,rookdetectie,middel,Automatische melding van rookdetectie ontvangen van rookmelder in Herpt om 2025-02-26 18:36:20.
63a9c89f-556d-44c7-ad11-45f9b4ff098d,2025-05-05 18:12:27,Uitwellingerga,fietssensor,ongeval gedetecteerd,hoog,Automatische melding van ongeval gedetecteerd ontvangen van fietssensor in Uitwellingerga om 2025-05-05 18:12:27.
2eba0e83-44d3-4675-af13-d02ebdbff859,2025-04-18 16:56:29,Rotterdam,smartwatch,hartslagalarm,hoog,Automatische melding van hartslagalarm ontvangen van smartwatch in Rotterdam om 2025-04-18 16:56:29.
4dcaac1d-1394-430e-adec-839feb6ebef7,2025-02-16 23:15:18,Scharsterbrug,fietssensor,ongeval gedetecteerd,laag,Automatische melding van ongeval gedetecteerd ontvangen van fietssensor in Scharsterbrug om 2025-02-16 23:15:18.
42f515ba-9745-4388-9eee-3df30db2af5e,2025-01-26 12:31:17,Twisk,paniekknop,paniekknop geactiveerd,laag,Automatische melding van paniekknop geactiveerd ontvangen van paniekknop in Twisk om 2025-01-26 12:31:17.
219f26ec-55ed-4436-bc3f-f083d0e35d71,2025-04-06 19:43:08,Oudezijl,watermelder,waterlekkage,middel,Automatische melding van waterlekkage ontvangen van watermelder in Oudezijl om 2025-04-06 19:43:08.
38dfa57e-2c3c-4955-a8c6-3d55b7dfe816,2025-01-02 23:01:52,Duivendrecht,deursensor,deur geforceerd,laag,Automatische melding van deur geforceerd ontvangen van deursensor in Duivendrecht om 2025-01-02 23:01:52.
618217cf-b9a4-4e00-a87d-3256133f1779,2025-01-12 09:28:43,Westwoud,rookmelder,rookdetectie,middel,Automatische melding van rookdetectie ontvangen van rookmelder in Westwoud om 2025-01-12 09:28:43.
118b3302-6f7c-4303-bee6-37c2b5fb846c,2025-01-29 01:56:03,Sint-Oedenrode,fietssensor,ongeval gedetecteerd,laag,Automatische melding van ongeval gedetecteerd ontvangen van fietssensor in Sint-Oedenrode om 2025-01-29 01:56:03.
e9871cb3-4571-432a-a7af-cd65515b73df,2025-01-16 13:26:50,Elst Ut,auto,automatische noodstop,middel,Automatische melding van automatische noodstop ontvangen van auto in Elst Ut om 2025-01-16 13:26:50.
0c7d0fdf-beae-4866-acf0-bb585379eaf4,2025-01-31 13:06:56,Kollum,slimme deurbel,deur geforceerd,middel,Automatische melding van deur geforceerd ontvangen van slimme deurbel in Kollum om 2025-01-31 13:06:56.
d0ad7429-df2d-4b43-9b73-0ad8f53e62f2,2025-05-08 16:21:31,Waterhuizen,smartwatch,valdetectie,laag,Automatische melding van valdetectie ontvangen van smartwatch in Waterhuizen om 2025-05-08 16:21:31.
0a6a24f8-0905-4201-a028-47fc21cc050f,2025-01-03 05:55:52,Zweins,slimme deurbel,bewegingsdetectie,middel,Automatische melding van bewegingsdetectie ontvangen van slimme deurbel in Zweins om 2025-01-03 05:55:52.
67715bb7-7ff4-4776-8245-cf712e1ace7f,2025-04-28 15:21:45,Laren,auto,automatische noodstop,middel,Automatische melding van automatische noodstop ontvangen van auto in Laren om 2025-04-28 15:21:45.
81dd34e4-5e3a-4148-abb2-72436a187a78,2025-03-24 02:37:40,Rijen,smartwatch,valdetectie,laag,Automatische melding van valdetectie ontvangen van smartwatch in Rijen om 2025-03-24 02:37:40.
c8ea56c1-f307-4743-9af6-285565c7c9f3,2025-02-27 01:56:22,Overveen,slimme deurbel,bewegingsdetectie,middel,Automatische melding van bewegingsdetectie ontvangen van slimme deurbel in Overveen om 2025-02-27 01:56:22.
aab18216-4d2f-4d18-9211-5341b0b171ed,2025-02-16 15:26:11,Horssen,slimme deurbel,bewegingsdetectie,middel,Automatische melding van bewegingsdetectie ontvangen van slimme deurbel in Horssen om 2025-02-16 15:26:11.
bd8cec03-6a75-4698-a462-0be10f0422b7,2025-02-13 07:39:52,Harfsen,watermelder,waterlekkage,laag,Automatische melding van waterlekkage ontvangen van watermelder in Harfsen om 2025-02-13 07:39:52.
c7bffcc8-260c-4004-b08e-f21adcdd2076,2025-02-27 01:24:51,de Lutte,auto,automatische noodstop,middel,Automatische melding van automatische noodstop ontvangen van auto in de Lutte om 2025-02-27 01:24:51.
0c2a9cea-9845-4cd2-b348-7623d91d2e9c,2025-02-02 12:47:35,Rosmalen,fietssensor,ongeval gedetecteerd,laag,Automatische melding van ongeval gedetecteerd ontvangen van fietssensor in Rosmalen om 2025-02-02 12:47:35.
8d134df3-5e76-4603-bdce-455ac8609e77,2025-01-24 10:44:17,Haler,watermelder,waterlekkage,laag,Automatische melding van waterlekkage ontvangen van watermelder in Haler om 2025-01-24 10:44:17.
97b9c3f7-af50-4942-ae11-4ddca1dcb982,2025-03-25 11:07:12,Noord-Scharwoude,bewegingssensor,bewegingsdetectie,middel,Automatische melding van bewegingsdetectie ontvangen van bewegingssensor in Noord-Scharwoude om 2025-03-25 11:07:12.
49feb2da-c265-4f34-b2d4-a18db6ad21b5,2025-04-04 14:16:29,Oentsjerk,bewegingssensor,bewegingsdetectie,middel,Automatische melding van bewegingsdetectie ontvangen van bewegingssensor in Oentsjerk om 2025-04-04 14:16:29.
c692832c-8a15-4f64-9e29-e427c16619f0,2025-03-20 02:20:53,Aalden,deursensor,deur geforceerd,middel,Automatische melding van deur geforceerd ontvangen van deursensor in Aalden om 2025-03-20 02:20:53.
3eddb13a-bfbf-495f-873f-adf8be3dfaf8,2025-03-20 19:09:47,Bruchterveld,fietssensor,ongeval gedetecteerd,laag,Automatische melding van ongeval gedetecteerd ontvangen van fietssensor in Bruchterveld om 2025-03-20 19:09:47.
dddf8a9d-826e-4a8e-9b65-3c6d3ecdb2c6,2025-03-03 17:38:21,Vegelinsoord,thermostaat,temperatuuralarm,middel,Automatische melding van temperatuuralarm ontvangen van thermostaat in Vegelinsoord om 2025-03-03 17:38:21.
e0f13fa4-ad9e-476e-bd35-20637edca46c,2025-04-19 02:54:12,Schelluinen,fietssensor,ongeval gedetecteerd,hoog,Automatische melding van ongeval gedetecteerd ontvangen van fietssensor in Schelluinen om 2025-04-19 02:54:12.
4b21fb6c-856f-4f36-968d-24a2d72485c3,2025-02-07 16:19:02,Borgercompagnie,auto,ongeval gedetecteerd,middel,Automatische melding van ongeval gedetecteerd ontvangen van auto in Borgercompagnie om 2025-02-07 16:19:02.
d4036351-2818-4425-a764-a995181b2e67,2025-03-21 11:33:32,Aarlanderveen,slimme deurbel,bewegingsdetectie,middel,Automatische melding van bewegingsdetectie ontvangen van slimme deurbel in Aarlanderveen om 2025-03-21 11:33:32.
b88dc262-49fe-4bf3-9d52-785aae7c6c43,2025-03-06 09:02:41,Schagerbrug,deursensor,deur geforceerd,hoog,Automatische melding van deur geforceerd ontvangen van deursensor in Schagerbrug om 2025-03-06 09:02:41.
38ac1f22-7b7c-4def-98be-eac25c0ce10d,2025-01-07 17:58:36,Eleveld,thermostaat,temperatuuralarm,laag,Automatische melding van temperatuuralarm ontvangen van thermostaat in Eleveld om 2025-01-07 17:58:36.
df45521b-f8c1-4c9b-85d5-01f09e999336,2025-02-07 14:01:26,Koog aan de Zaan,smartwatch,valdetectie,middel,Automatische melding van valdetectie ontvangen van smartwatch in Koog aan de Zaan om 2025-02-07 14:01:26.
57ff2356-a17d-4959-82e1-9f1db1e04bda,2025-01-03 20:28:26,De Lier,medisch alarm,hartslagalarm,middel,Automatische melding van hartslagalarm ontvangen van medisch alarm in De Lier om 2025-01-03 20:28:26.
8bb53cd4-5cf4-4aee-9227-ad30432d69fd,2025-01-14 14:49:23,Radewijk,rookmelder,rookdetectie,laag,Automatische melding van rookdetectie ontvangen van rookmelder in Radewijk om 2025-01-14 14:49:23.
ab83653b-dc62-4b62-8366-88913bae28cb,2025-02-21 01:51:05,Mensingeweer,slimme deurbel,bewegingsdetectie,middel,Automatische melding van bewegingsdetectie ontvangen van slimme deurbel in Mensingeweer om 2025-02-21 01:51:05.
41c9b200-5f11-4b0e-bc8d-70afd515a50c,2025-04-08 03:19:57,Delden,bewegingssensor,bewegingsdetectie,laag,Automatische melding van bewegingsdetectie ontvangen van bewegingssensor in Delden om 2025-04-08 03:19:57.
db871507-7fd3-4f06-b041-1324a6330c1b,2025-03-10 05:09:37,Deurne,slimme deurbel,bewegingsdetectie,middel,Automatische melding van bewegingsdetectie ontvangen van slimme deurbel in Deurne om 2025-03-10 05:09:37.
6ad04798-6bab-466c-b7c4-e4448829e40d,2025-03-09 21:41:33,Eelderwolde,smartwatch,valdetectie,laag,Automatische melding van valdetectie ontvangen van smartwatch in Eelderwolde om 2025-03-09 21:41:33.
47536d31-8f20-4890-b57a-60c9104edba7,2025-04-04 18:52:34,Nieuwkuijk,bewegingssensor,bewegingsdetectie,hoog,Automatische melding van bewegingsdetectie ontvangen van bewegingssensor in Nieuwkuijk om 2025-04-04 18:52:34.
ce8f0be0-d5de-4595-9387-5394f8eba2a4,2025-01-26 11:57:45,'t Goy,thermostaat,temperatuuralarm,laag,Automatische melding van temperatuuralarm ontvangen van thermostaat in 't Goy om 2025-01-26 11:57:45.
8dc35d35-48d7-4ce8-b6cb-795f38c16bd4,2025-01-23 16:42:25,Est,rookmelder,rookdetectie,laag,Automatische melding van rookdetectie ontvangen van rookmelder in Est om 2025-01-23 16:42:25.
dffd8157-7a63-4604-ac4a-cf2b9b235f9a,2025-02-09 13:41:33,Hemmen,paniekknop,paniekknop geactiveerd,laag,Automatische melding van paniekknop geactiveerd ontvangen van paniekknop in Hemmen om 2025-02-09 13:41:33.
5ae92928-83cc-4147-b61e-244414c1e674,2025-02-19 18:46:56,Noordeinde Gld,thermostaat,temperatuuralarm,laag,Automatische melding van temperatuuralarm ontvangen van thermostaat in Noordeinde Gld om 2025-02-19 18:46:56.
d8f80db9-a733-4d5f-a491-070c76ad9bb4,2025-03-25 22:22:00,Ouddorp,thermostaat,temperatuuralarm,middel,Automatische melding van temperatuuralarm ontvangen van thermostaat in Ouddorp om 2025-03-25 22:22:00.
a6aed114-fdae-48f5-9950-b7650520bb80,2025-01-14 11:17:46,Sint Kruis,auto,ongeval gedetecteerd,middel,Automatische melding van ongeval gedetecteerd ontvangen van auto in Sint Kruis om 2025-01-14 11:17:46.
91a2677f-885e-49ed-b5da-2c6ffcdd2950,2025-03-11 23:12:48,Kekerdom,paniekknop,paniekknop geactiveerd,laag,Automatische melding van paniekknop geactiveerd ontvangen van paniekknop in Kekerdom om 2025-03-11 23:12:48.
162a4170-2e60-4bbb-8f14-a8a299dd7982,2025-01-21 11:41:03,Waarde,watermelder,waterlekkage,laag,Automatische melding van waterlekkage ontvangen van watermelder in Waarde om 2025-01-21 11:41:03.
d64b8aac-bd65-44ce-8edf-b902a1af3531,2025-03-16 21:50:20,Kelpen-Oler,medisch alarm,hartslagalarm,hoog,Automatische melding van hartslagalarm ontvangen van medisch alarm in Kelpen-Oler om 2025-03-16 21:50:20.
57739251-c8e5-4fdf-9bf7-4e780ab35567,2025-03-09 09:39:13,Neerkant,paniekknop,paniekknop geactiveerd,middel,Automatische melding van paniekknop geactiveerd ontvangen van paniekknop in Neerkant om 2025-03-09 09:39:13.
d5e5b6d1-4216-4284-a294-4e163c2c02fb,2025-02-18 21:53:27,Maasdijk,thermostaat,temperatuuralarm,hoog,Automatische melding van temperatuuralarm ontvangen van thermostaat in Maasdijk om 2025-02-18 21:53:27.
d4b0e1cf-492a-410a-bc7a-9ee3836ad29b,2025-03-24 22:31:42,Noordbroek,paniekknop,paniekknop geactiveerd,middel,Automatische melding van paniekknop geactiveerd ontvangen van paniekknop in Noordbroek om 2025-03-24 22:31:42.
9dbb4588-cd98-4561-afe6-90e5400302ec,2025-02-28 06:26:22,Kronenberg,bewegingssensor,bewegingsdetectie,middel,Automatische melding van bewegingsdetectie ontvangen van bewegingssensor in Kronenberg om 2025-02-28 06:26:22.
ad5b267c-379d-47e7-9851-9cf6ccfc1bf6,2025-01-20 04:38:23,Wijdenes,slimme deurbel,deur geforceerd,laag,Automatische melding van deur geforceerd ontvangen van slimme deurbel in Wijdenes om 2025-01-20 04:38:23.
522834b5-97e5-4db3-80c2-3626289ee428,2025-02-13 13:54:13,Anjum,medisch alarm,paniekknop geactiveerd,laag,Automatische melding van paniekknop geactiveerd ontvangen van medisch alarm in Anjum om 2025-02-13 13:54:13.
4c5f40a4-3978-4ca1-9f13-c0d48ec6bdf5,2025-03-12 21:17:53,Aalsum,smartwatch,hartslagalarm,hoog,Automatische melding van hartslagalarm ontvangen van smartwatch in Aalsum om 2025-03-12 21:17:53.
7dd91f4f-2a69-4821-9860-e23e1204d78f,2025-01-03 22:57:57,Vaals,paniekknop,paniekknop geactiveerd,middel,Automatische melding van paniekknop geactiveerd ontvangen van paniekknop in Vaals om 2025-01-03 22:57:57.
b421fe8c-3f1e-49ed-88a0-838fecbd11a1,2025-01-02 18:10:53,Roelofarendsveen,paniekknop,paniekknop geactiveerd,middel,Automatische melding van paniekknop geactiveerd ontvangen van paniekknop in Roelofarendsveen om 2025-01-02 18:10:53.
272570be-578d-4784-8f0d-a515b055bb19,2025-05-14 05:55:12,Wetsens,deursensor,deur geforceerd,laag,Automatische melding van deur geforceerd ontvangen van deursensor in Wetsens om 2025-05-14 05:55:12.
cc2ea8a8-ce8e-4426-999e-8a3692921c61,2025-03-04 17:07:31,Wedde,auto,automatische noodstop,middel,Automatische melding van automatische noodstop ontvangen van auto in Wedde om 2025-03-04 17:07:31.
992313fb-a66d-45db-bb1e-0136f214e4e6,2025-03-07 03:33:16,Oentsjerk,deursensor,deur geforceerd,laag,Automatische melding van deur geforceerd ontvangen van deursensor in Oentsjerk om 2025-03-07 03:33:16.
8bfd232f-3cd4-4dd4-9b80-30c7c74775a3,2025-03-26 07:55:47,Reitsum,slimme deurbel,bewegingsdetectie,middel,Automatische melding van bewegingsdetectie ontvangen van slimme deurbel in Reitsum om 2025-03-26 07:55:47.
aca36478-4c32-4417-bb68-545a79849b8e,2025-02-14 13:16:33,Bodegraven,smartwatch,valdetectie,laag,Automatische melding van valdetectie ontvangen van smartwatch in Bodegraven om 2025-02-14 13:16:33.
64150778-5697-4a37-a95a-a5a6aaddfbf3,2025-01-25 08:35:29,Galder,smartwatch,valdetectie,middel,Automatische melding van valdetectie ontvangen van smartwatch in Galder om 2025-01-25 08:35:29.
cc72bb0d-6b51-404a-9de8-d58bd4b405bf,2025-02-21 21:12:51,Middenbeemster,thermostaat,temperatuuralarm,middel,Automatische melding van temperatuuralarm ontvangen van thermostaat in Middenbeemster om 2025-02-21 21:12:51.
0ab41a34-7376-4bdc-b9e1-c22c5fe08627,2025-01-18 01:32:13,Slagharen,slimme deurbel,bewegingsdetectie,laag,Automatische melding van bewegingsdetectie ontvangen van slimme deurbel in Slagharen om 2025-01-18 01:32:13.
3bd872ec-5fe0-4d25-a2a0-6623575f0bad,2025-02-09 12:12:54,Riethoven,auto,ongeval gedetecteerd,hoog,Automatische melding van ongeval gedetecteerd ontvangen van auto in Riethoven om 2025-02-09 12:12:54.
db28556c-e839-4af6-a521-e90914f53ec3,2025-02-28 12:58:15,Nieuwland,slimme deurbel,bewegingsdetectie,laag,Automatische melding van bewegingsdetectie ontvangen van slimme deurbel in Nieuwland om 2025-02-28 12:58:15.
470ab5d5-6e9b-4dd5-bf7d-f475633060fb,2025-04-16 21:16:04,Eibergen,paniekknop,paniekknop geactiveerd,hoog,Automatische melding van paniekknop geactiveerd ontvangen van paniekknop in Eibergen om 2025-04-16 21:16:04.
c967932e-e7bc-4202-9cdc-c79770f338f2,2025-02-02 04:55:31,Swichum,paniekknop,paniekknop geactiveerd,laag,Automatische melding van paniekknop geactiveerd ontvangen van paniekknop in Swichum om 2025-02-02 04:55:31.
907fbe96-ce97-4d5c-9203-ae7be3e8a952,2025-03-10 12:14:44,Oldetrijne,auto,ongeval gedetecteerd,middel,Automatische melding van ongeval gedetecteerd ontvangen van auto in Oldetrijne om 2025-03-10 12:14:44.
66147bb8-347e-4610-9b23-30fe8b72b26d,2025-02-06 19:38:46,Donderen,deursensor,deur geforceerd,middel,Automatische melding van deur geforceerd ontvangen van deursensor in Donderen om 2025-02-06 19:38:46.
ef5cdd25-8d57-4ccb-a11d-34931bbd8bb8,2025-04-06 05:12:55,Nederhorst den Berg,thermostaat,temperatuuralarm,laag,Automatische melding van temperatuuralarm ontvangen van thermostaat in Nederhorst den Berg om 2025-04-06 05:12:55.
bfda3449-8093-4872-81af-cedb5ac87369,2025-02-11 21:56:25,Heeswijk-Dinther,auto,automatische noodstop,middel,Automatische melding van automatische noodstop ontvangen van auto in Heeswijk-Dinther om 2025-02-11 21:56:25.
ec880e5c-7ad5-4cb5-889c-4fb24da1afdf,2025-03-30 04:44:35,Scharendijke,bewegingssensor,bewegingsdetectie,laag,Automatische melding van bewegingsdetectie ontvangen van bewegingssensor in Scharendijke om 2025-03-30 04:44:35.
7dde7bb5-522e-42ed-b564-1230c4a0ca20,2025-02-19 16:17:11,Lage Mierde,rookmelder,rookdetectie,laag,Automatische melding van rookdetectie ontvangen van rookmelder in Lage Mierde om 2025-02-19 16:17:11.
8ed9ac63-ae61-462f-b28b-305188457329,2025-02-23 08:14:07,Spui,slimme deurbel,deur geforceerd,middel,Automatische melding van deur geforceerd ontvangen van slimme deurbel in Spui om 2025-02-23 08:14:07.
eaeb7ddb-dc34-4719-a18d-7963d247490d,2025-04-14 23:49:12,Bellingwolde,rookmelder,rookdetectie,laag,Automatische melding van rookdetectie ontvangen van rookmelder in Bellingwolde om 2025-04-14 23:49:12.
424a5e32-f478-47a7-ac9c-532c6a3627f9,2025-02-18 22:07:16,Ottersum,rookmelder,rookdetectie,middel,Automatische melding van rookdetectie ontvangen van rookmelder in Ottersum om 2025-02-18 22:07:16.
ed28d107-3b3a-409e-acfd-ad146d6bcfbc,2025-02-11 17:59:51,Wergea,paniekknop,paniekknop geactiveerd,middel,Automatische melding van paniekknop geactiveerd ontvangen van paniekknop in Wergea om 2025-02-11 17:59:51.
1123c588-6508-40b6-a599-fbcc0c659e0d,2025-03-09 18:24:21,Dronten,auto,ongeval gedetecteerd,laag,Automatische melding van ongeval gedetecteerd ontvangen van auto in Dronten om 2025-03-09 18:24:21.
3b6cdc7f-f197-4a16-afa9-e55095059c9d,2025-03-04 01:33:25,Wolvega,smartwatch,hartslagalarm,middel,Automatische melding van hartslagalarm ontvangen van smartwatch in Wolvega om 2025-03-04 01:33:25.
9bb448fe-f654-4c01-986c-c82cd6388b7b,2025-04-29 12:14:15,Netterden,bewegingssensor,bewegingsdetectie,laag,Automatische melding van bewegingsdetectie ontvangen van bewegingssensor in Netterden om 2025-04-29 12:14:15.
950898fb-978e-4b4f-ad22-fd2ce6252863,2025-03-24 12:45:28,Nieuwersluis,rookmelder,rookdetectie,laag,Automatische melding van rookdetectie ontvangen van rookmelder in Nieuwersluis om 2025-03-24 12:45:28.
02d51b77-394e-4212-bf7a-0c8e4b276eec,2025-03-21 07:25:11,Hazerswoude-Rijndijk,paniekknop,paniekknop geactiveerd,hoog,Automatische melding van paniekknop geactiveerd ontvangen van paniekknop in Hazerswoude-Rijndijk om 2025-03-21 07:25:11.
a1623316-96cd-4f99-bdd7-15aeab314f86,2025-01-22 04:34:38,Doetinchem,deursensor,deur geforceerd,middel,Automatische melding van deur geforceerd ontvangen van deursensor in Doetinchem om 2025-01-22 04:34:38.
533396f3-b85a-431f-84eb-74f57f8d1c43,2025-01-10 02:51:50,Nieuwediep,deursensor,deur geforceerd,laag,Automatische melding van deur geforceerd ontvangen van deursensor in Nieuwediep om 2025-01-10 02:51:50.
594967c8-e0aa-4d72-a381-5f66d85b1a26,2025-05-13 22:15:51,Casteren,thermostaat,temperatuuralarm,hoog,Automatische melding van temperatuuralarm ontvangen van thermostaat in Casteren om 2025-05-13 22:15:51.
a63710e2-8a02-45b8-b591-a25dd60a8a5e,2025-02-28 05:19:46,Burgerbrug,thermostaat,temperatuuralarm,middel,Automatische melding van temperatuuralarm ontvangen van thermostaat in Burgerbrug om 2025-02-28 05:19:46.
8a5e4bdf-6fc5-4ee5-b79d-a1aebe2fab5d,2025-03-11 09:27:06,Loosdrecht,auto,ongeval gedetecteerd,laag,Automatische melding van ongeval gedetecteerd ontvangen van auto in Loosdrecht om 2025-03-11 09:27:06.
